key	value
KD_STR_JBEXCHANGE_CANCELRESULT_SELL	撤銷結果【%s】，以%u劍俠幣的單價掛單賣金幣，剩餘%u數量未交易
KD_STR_JBEXCHANGE_FREEZESTATE	金幣個數：%d，行為：%s，結果：%s
KD_STR_JBEXCHANGE_COINTRANSFER_RESULT	金幣轉賬結果，轉出：%s，接收：%s，個數：%d，結果：%d
KD_STR_JBEXCHANGE_COINTRANSFER_APPLY	金幣轉賬申請，轉出：%s，接收：%s，個數：%d，結果：%d
KD_STR_KIN_CALL_PREFIX	[家族]
KD_STR_TONG_CALL_PREFIX	[幫會]
KD_STR_TONG_ENVOY_CALL_DEF	掌令使
KD_STR_IBBACKMAIL_TITLE	密友回饋提示
KD_STR_IBBACKMAIL_CONTENT	<color=green>  您好，您的密友在奇珍閣進行了消費，您將獲得一定數量的綁定金幣，請即時到各新手村葉芷琳處領取。<color>
KD_STR_DELOVERTIMERELATION_TITLE	人際關系刪除
KD_STR_DELRELATION_TIMEOVER_BUDDY	您與<color=yellow>%s<color>的密友關系已經超過一年，將自動解除。如果你們想繼續保持密友關系，可以組隊前往葉芷琳處再次結為密友。
KD_STR_DELRELATION_TIMEOVER_INTRODUCTION	您與<color=yellow>%s<color>的介紹人關系已經超過一年，將自動解除。如果你們想建立密友關系，可以組隊前往葉芷琳處結為密友。
KD_STR_DELRELATION_TIMEOVER_TRAINED	您與<color=yellow>%s<color>的師徒關系已經超過一年，將自動解除。如果你們想建立密友關系，可以組隊前往葉芷琳處結為密友。
G_STR_PLAYERACTION_JOINFAMILY	加入家族
G_STR_PLAYERACTION_LEAVEFAMILY	退出家族
KD_STR_IBBACLMAIL_TIMEOVER	  由於您的密友 %s 的消費獎勵1年期限已到，今後您將不會獲得他在奇珍閣的消費返還。
KD_STR_IBBACK_TIMEOVER_RECEIVER	密友關系一年到期, 將不再獲得 %s 密友返還
KD_STR_IBBACK_TIMEOVER_SENDER	密友關系一年到期，將不再為 %s 提供密友返還
KD_STR_CLOSEFRIEND_OVERTIME_BUDDY	與 %s 的密友關系一年到期，關系刪除
KD_STR_CLOSEFRIEND_OVERTIME_INTRODUCTION	與 %s 的介紹人關系一年到期，關系刪除
KD_STR_CLOSEFRIEND_OVERTIME_TRAINED	與 %s 的師徒關系一年到期，關系刪除
KD_STR_BINDFRIEND_TYPE	普通好友
KD_STR_TRAINING_TYPE	未出師師徒
KD_STR_TRAINED_TYPE	出師師徒
KD_STR_INTRODUCTION_TYPE	介紹人
KD_STR_BUDDY_TYPE	指定密友
KD_STR_PLAYERLOG_APPLYDELETE	把[%s]解除了 %s 關系
KD_STR_PLAYERLOG_TARGETDELETE	被[%s]解除了 %s 關系
KD_STR_BACKMAILMSG_NEXTDAY	郵件將在一天後退回。
KD_STR_BACKMAILMSG	郵件發送失敗，<color=yellow>%s<color>的郵箱可能滿了。郵件將在一天後退回。
KD_STR_AUCTION_OPER_TOO_FAST	請不要過快操作
KD_STR_AUCTION_NAMESEARCH_TOO_FAST	勾選“按名稱搜索”後，刷新需要間隔<color=yellow>5秒<color>，請稍候
KD_STR_AUCTION_0PER_WAITING	您的上一步操作未完成
KD_STR_AUCTION_FAILED_MAIL_TO_PLAYER	拍賣失敗，扣除的手續費以及您的物品已經發送至您的郵箱
KD_STR_BUY_UPDATE_FAILED_MAILED	操作失敗，扣除的錢將用郵件發送到您的郵箱
KD_STR_AUCTION_OPER_SUC	操作成功
KD_STR_AUCTION_OPER_FAILED_LOCKED	操作失敗,請稍後重試
KD_STR_AUCTION_ONETIME_BUYFAIL	操作失敗，您要拍賣的物品已經被別人拍走。
KD_STR_AUCTION_CANCEL_FAILED_UPDATE	操作失敗,此物品已被他人競價
KD_STR_AUCTION_OPER_WRONG_RULE	您無權進行此項操作
KD_STR_AUCTION_OPER_PAYED_MONEY_FAILED	您身上的錢不夠
KD_STR_AUCTION_OPER_UNKNOWN	操作失敗
KD_STR_AUCTION_OPER_SUC_MAIL	操作成功，物品已發送至您的郵箱
KD_STR_AUCTION_OPER_SELLITEMSUCCESS	提交拍賣物成功，物品名：%s, 一口價：%d，起拍價：%d
KD_STR_AUCTION_OPER_SELLITEMFAIL	提交拍賣物失敗，通過郵件歸還，物品名：%s，一口價：%d，起拍價：%d
KD_STR_AUCTION_OPER_AUCTIONFAIL_BACKMONEY	拍賣物品失敗，扣除的錢已經轉發到郵箱中 錢數：%d
KD_STR_AUCTION_OPER_AUCTION	取消拍賣成功，操作物品：G:%d,D:%d,P:%d,L:%d
KD_STR_AUCTION_OPER_TIMEOUT	拍賣到期物品退回 物品名稱：%s
KD_STR_AUCTION_OPER_COMPETE_FAIL	玩家[%s]競拍物品[%s]失敗，退回%d兩
KD_STR_AUCTION_OPER_SELLERE	與拍賣買家[%s]，成交成功，獲得%d錢，物品名稱[%s]發送到買家郵箱
KD_STR_AUCTION_OPER_BUYER	與拍賣賣家[%s]，成交成功，扣了%d錢，獲得物品名稱[%s]，發送到郵箱，是否一口價：%d
KD_STR_AUCTION	拍賣行
KD_STR_AUCTION_MAIL_CONTENT_CANCLE	取消拍賣成功,這是您取消拍賣的物品
KD_STR_AUCTION_MAIL_CONTENT_ONETIME_SUC	一口價交易成功,附件內是您購買的物品
KD_STR_AUCTION_MAIL_CONTENT_ONETIME_TO_BUYER	您競拍的物品被人用一口價購買
KD_STR_AUCTION_MAIL_CONTENT_ONETIME_TO_SELLER	您拍賣的物品被人用一口價購買
KD_STR_AUCTION_MAIL_CONTENT_ONETIME_FAILED	一口價交易失敗，錢被退回
KD_STR_AUCTION_MAIL_CONTENT_UPDATE_SUC_TO_BUYER	您在拍賣行的物品被競價
KD_STR_AUCTION_MAIL_CONTENT_COMPETE_FAILED	競價失敗您的錢被退回
KD_STR_AUCTION_MAIL_EXPIRE_MONEY_BACK_EXPIRE	您競拍的物品被人競價超過
KD_STR_AUCITON_MAIL_EXPIRE_MONEY_BACK_SELLER	您拍賣的物品被競價超過
KD_STR_AUCTION_MAIL_EXPIRE_ITEM_BACK_EXPIRE	拍賣行物品過期退回
KD_STR_AUCTION_MAIL_EXPIRE_ITEM_BACK_COMPTE	拍賣行競拍成功
KD_STR_AUCTION_MAIL_AUCTION_FAILED	拍賣失敗,請稍後重試
G_STR_KGC_LADDERMANAGER_TITLE	世界修煉榜
G_STR_KGC_LADDERMANAGER_LEVEL	%d級
G_STR_KGC_LADDERMANAGER_JIAZHU	家族：%s
G_STR_KGC_LADDERMANAGER_BANGHUI	幫會：%s
G_STR_KGC_LADDERMANAGER_NOT_BANGHUI	非幫會成員
G_STR_KGC_LADDERMANAGER_NOT_JIAZHU	非家族成員
G_STR_KGC_LADDERMANAGER_GLORY1	榮譽點：%d
G_STR_KGC_LADDERMANAGER_GLORY2	榮譽點：%d\n點擊列表模式可以查詢自己和他人的排名情況\n錢莊老板處開啟魂石商店，可以購買最重要的裝備—披風\n
G_STR_KGC_LADDERMANAGER_GLORY3	榮譽點：%d
G_STR_KGC_LADDERMANAGER_GLORY4	榮譽點：%d\n點擊列表模式可以查詢自己和他人的排名情況\n
G_STR_KGC_LADDERMANAGER_GLORY5	%s榮譽
G_STR_KGC_LADDERMANAGER_NOMENPAI	無門派
G_STR_KGC_LADDERMANAGER_SHAOLIN	少林
G_STR_KGC_LADDERMANAGER_TIANWANG	天王
G_STR_KGC_LADDERMANAGER_TANGMEN	唐門
G_STR_KGC_LADDERMANAGER_WUDU	五毒
G_STR_KGC_LADDERMANAGER_WMEI	峨嵋
G_STR_KGC_LADDERMANAGER_CHUIYAN	翠煙
G_STR_KGC_LADDERMANAGER_GAIBANG	丐幫
G_STR_KGC_LADDERMANAGER_TIANREN	天忍
G_STR_KGC_LADDERMANAGER_WUDANG	武當
G_STR_KGC_LADDERMANAGER_KUNLUN	昆侖
G_STR_KGC_LADDERMANAGER_MINGJIAO	明教
G_STR_KGC_LADDERMANAGER_DUANSHI	大理段氏
G_STR_KGC_LADDERMANAGER_WULIN_GLORY	武林榮譽榜
G_STR_KGC_LADDERMANAGER_MENPAI_GLORY	門派榮譽榜
G_STR_KGC_LADDERMANAGER_COMPETE_GLORY	聯賽榮譽榜
G_STR_KGC_LADDERMANAGER_LEADER_GLORY	領袖榮譽榜
G_STR_KGC_LADDERMANAGER_WEALTH_GLORY	財富榮譽榜
G_STR_KGC_LADDERMANAGER_SONGJIN_GLORY	宋金榮譽榜
G_STR_KGC_LADDERMANAGER_NEWYEAR_GLORY	新年榮譽榜
K_WORLD	世界
K_CITY	城市
K_TEAM	隊伍
K_NEARBY	附近
K_FACTION	門派
K_KIN	家族
K_TONG	幫會
K_TONGUNION	幫盟
K_FRIEND	好友
